id,title,link,author,excInsttNm,lcategory,pubDate,apply_start,apply_end,d_days,status,trgetNm,hashTags,refrncNm,rceptEngnHmpgUrl,printFlpthNm,printFileNm,description,detail_text
PBLN_000000000110619,[대전ㆍ세종] 관광ㆍMICE기업 상시컨설팅 참여기업 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110619,문화체육관광부,대전관광공사,경영,2025-04-24,,,,,창업벤처,,대전관광공사 운영사무국 070-4772-4499 / 관광사업팀 042-250-1462,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=173713&page=1&schStr=regist&pbancEndYn=N,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000717022&fileSn=0,★ 상시컨설팅 포스터_2025년 대전세종 관광기업 컨설팅 및 액셀러레이팅 프로그램.png,"<p>대전관광공사에서 2025 대전ㆍ세종 관광ㆍMICE기업 상시컨설팅 참여기업을 모집합니다.</p><p><br></p><p>☞&nbsp;대전ㆍ세종 지역 내 관광·MICE 관련 사업 아이템을 보유한 (예비)창업기업</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;1:1 전문가 컨설팅 지원</p><p style=""line-height: 1.8;"">-&nbsp;컨설팅 분야 : 정부지원사업, 법률/특허, 세무/회계, 홍보/마케팅, 인사/노무, 투자, 판로개척, 지역특화, 체험서비스, 딥테크 등</p>",
PBLN_000000000110621,2025년 영화ㆍ드라마 제작 인센티브 지원사업 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110621,전라남도,직접수행,경영,2025-04-24,,,,,중소기업,,전라남도청 동부지역본부 문화산업과 061-286-5471 / hiro980@korea.kr,,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000717018&fileSn=0,영화·드라마 제작 인센티브 지원사업 공고.hwp,"<p>전라남도「2025년 영화ㆍ드라마 제작 인센티브 지원사업」을 다음과 같이 공고하오니 많은 참여 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;영화/드라마 제작업 등 신고를 필한 제작사</p><p style=""line-height: 1.8;"">- 도내 5회차 이상 촬영, 도내소비액이 3천만원 이상인 작품(최대 5천만원 지원)</p><p style=""line-height: 1.8;"">- 도내 2~4회차 촬영, 도내소비액 1천만원 이상인 작품(최대 1천 5백만원 지원)</p><p><br></p><p>☞&nbsp;’25년 1월 1일부터 전남에서의 영상물 촬영에 따른 소비 인정금액 대비 50%이내 사후지원</p>",
PBLN_000000000110606,[부산] 폐업소상공인 희망두배통장 지원사업 참여자 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110606,부산광역시,부산경제진흥원,경영,2025-04-24,,,,,중소기업,,"부산경제진흥원 산업인력지원단 051-888-6902, 6904, 6846",https://busanjob.net/03_part/part01_view.asp?idx=24522&page=2&params=,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000716973&fileSn=0,폐업소상공인 희망두배통장 지원사업 공고문.hwp,"<p>부산경제진흥원에서는 폐업소상공인을 안정적인 취업시장으로 유도하기 위한 「폐업소상공인 희망두배통장 지원사업」을 다음과 같이 공고합니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 폐업소상공인으로 폐업 후 상용직 고용보험에 가입이력이 없는 자</p><p style=""line-height: 1.8;"">-&nbsp;‘25.1.1. 기준 만 15세 이상~69세 이하인 자</p><p style=""line-height: 1.8;"">-&nbsp;신청일 기준 부산광역시에 주민등록이 되어 있는 자</p><p style=""line-height: 1.8;"">-&nbsp;‘25.1.1. 이후 부산 소재 기업에 정규직 또는 1년 이상 계약직으로 취업한 자</p><p style=""line-height: 1.8;"">-&nbsp;최저임금 이상의 급여 및 주 30시간 이상의 근로계약 체결</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;폐업소상공인 취업 시 목돈마련 지원</p><p style=""line-height: 1.8;"">- (선정 후) 월 30만원, 6개월 납입(6개월 납입완료 시 지원금 일괄 지급)</p><p style=""line-height: 1.8;"">- (만기 시) 개인 납입액 180만원+부산시 지원금 180만원</p>",
PBLN_000000000110602,[인천] 2025년 인천관광 맞춤형 경영컨설팅 참여기업 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110602,인천광역시,인천관광공사,경영,2025-04-24,,,,,중소기업,,사업담당자 070-8094-0615,https://tourbiz.ito.or.kr/apply/counsel,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000716899&fileSn=1,2._포스터__2025_인천관광_맞춤형_경영_컨설팅.png,"<p>인천관광공사에서&nbsp;인천소재 관광사업체 또는 인천지역의 관광부문 아이템으로 사업 운영, 기획 중인 (예비)사업체를 대상으로&nbsp;맞춤형 경영컨설팅을 지원해드리는 사업입니다.</p><p><br></p><p>☞&nbsp;인천소재 관광사업체 또는 인천지역의 관광부문 아이템으로 사업 운영, 기획 중인 (예비)사업체</p><p><br></p><p>☞&nbsp;기업당 최대 5회 무료 컨설팅 지원</p>",
PBLN_000000000110588,[부산] 2025년 노동권익센터 동네방네 노무사 사업 참여사업장 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110588,부산광역시,부산노동권익센터,경영,2025-04-24,,,,,중소기업,,부산노동권익센터 노동권익부 (070-8831-4610),https://bslabors.or.kr/,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000716855&fileSn=0,20250610 2025년도 동네방네 노무사 참여사업장 모집 공고문.pdf,"<p>부산노동권익센터는 부산지역의 건전한 노동환경을 조성하고 취약노동자 권익 침해를 예방하기 위해 2025년도 부산노동권익센터 동네방네 노무사 사업을 운영합니다. 이에 2025년도 부산노동권익센터 동네방네 노무사 사업에 참여할 사업장을 모집합니다.</p><p><br></p><p>☞ 부산 소재 30인 미만 소규모 사업장 사업주, 사업장 기준 30인 미만 민간위탁기관 등</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;동네방네노무사 소규모사업장 노무관리 지원</p><p style=""line-height: 1.8;"">- 소규모 사업장 노무관리(근로계약서 작성방법, 임금, 휴게시간, 휴일 관리방법, 노동관계법 등) 진단</p>",
PBLN_000000000110584,[울산] 2025년 중소기업 가치 성장 ESG 경영지원사업 참여기업 모집 연장 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110584,울산광역시,울산상공회의소,경영,2025-04-24,,,,,중소기업,,"울산상공회의소 경영향상팀 052-228-3101, business@ucci.or.kr",,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000716808&fileSn=0,[울산상의 공고문]_2025년 중소기업가치성장 ESG 경영지원 사업 참여기업 모집 (연장).hwp,"<p>글로벌 공급망 전반에 지속 가능 성장과 ESG 경영이 필수 요소로 정착됨에 따라 울산지역 기업의 ESG 경영역량 강화와 지역 내 ESG 확산을 위해 울산광역시ㆍ울산상공회의소 공동으로 다음과 같이 ‘ESG 정밀진단 및 컨설팅 지원사업’을 진행하오니 울산지역 중소기업의 많은 관심과 참여 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;울산광역시 소재 중소기업(본사, 본점, 공장, 지사, 영업소 등 사업장이 울산광역시 내 소재한 기업)</p><p style=""line-height: 1.8;"">※ 울산광역시 소재 사업장등록증(또는 공장등록증), 중소기업 확인서(중소기업현황시스템)</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;기업당 167만원 한도의 ESG 정밀진단 및 컨설팅 지원</p><p style=""line-height: 1.8;"">※ 자세한 지원내용 공고문 참조</p>",
PBLN_000000000110546,2025년 산업융합 규제특례지원단 한국표준협회 표준화 컨설팅 참여기업 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110546,산업통상자원부,한국산업기술진흥원,경영,2025-04-23,,,,,중소기업,,한국표준협회표준정책센터 02-6240-4701,https://answer.moaform.com/answers/Eb0d76,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000716773&fileSn=0,[안내문] 산업융합 규제특례지원단 표준화 컨설팅 참여기업 모집 안내.pdf,"<p>한국표준협회는 산업융합 규제특례지원단으로서, 기업들의 규제 애로사항을 해소하고 표준화를 지원하기 위하여 표준화 컨설팅을 제공하고자 하오니 많은 관심 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;산업융합 규제샌드박스 신청 또는 승인기업(신속확인, 실증특례)</p><p style=""line-height: 1.8;"">※ 자세한 지원대상 공고문 참조</p><p><br></p><p style=""line-height: 1.8;"">☞ 기업의 규제 애로사항 해소를 위한 단계별 표준화 컨설팅 지원&nbsp;&nbsp;</p><p style=""line-height: 1.8;"">- (1단계 기초 컨설팅) 직면한 규제와 관련된 표준 애로사항 진단 및 파악 지원&nbsp;&nbsp;</p><p style=""line-height: 1.8;"">- (2단계 심화 컨설팅) 기초컨설팅 수행 기업 중 심화 컨설팅 수요가 있고, 전문가가 심층 지원이 필요하다고 판단한 기업 대상으로 표준화 전략 수립 추가 지원</p>",
PBLN_000000000110526,시니어산업 혁신 얼라이언스기업 상시모집 공고(성남시니어산업혁신센터),/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110526,경기도,성남시니어산업혁신센터,경영,2025-04-23,,,,,중소기업,,성남시니어산업혁신센터 031-784-7922 / syhong25@snip.or.kr,,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000716766&fileSn=0,시니어산업 혁신 얼라이언스기업 상시모집 안내 포스터_최종(수정)_1.jpg,"<p>성남시니어산업혁신센터는 시니어산업의 혁신얼라이언스 구축을 위한 회원사를 모집하고 있습니다. 관련 기업의 많은 참여 부탁드립니다.</p><p><br></p><p>☞ 성남시 관내외 기업 및 기관 등</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;시니어산업 혁신 얼라이언스 회원사 네트워킹과 포럼,&nbsp;센터 지원사업 및 유관기관 정보제공 지원</p><p style=""line-height: 1.8;"">- 친고령 혁신제품 인증지원,&nbsp;제품 성능 시험 수수료 감면 혜택 (1. 최대접촉압력 2. 인장,인열 강도 3. 소음시험 등)</p>",
PBLN_000000000110521,[대구ㆍ경북] 2025년 DGFEZ 입주기업 디지털 전환 역량 수준 진단 수요기업 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110521,경상북도,경북테크노파크,경영,2025-04-23,,,,,중소기업,,"경북테크노파크 메타버스융합진흥본부 경북스마트제조혁신센터 053-819-3056, praha4581@gbtp.or.kr",http://a.to/25F9UmE,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000716727&fileSn=0,붙임1_[공고문] (2025-536) 2025년 DGFEZ 입주기업 디지털 전환 역량 수준 진단 수요기업 모집 공고.pdf,"<p>대구경북경제자유구역청과 경북테크노파크는 2025년 DGFEZ 입주기업 디지털전환 촉진사업의 일환으로 「1단계:디지털 전환 역량 수준 진단」수요기업을 모집합니다.</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;대구경북경제자유구역청 경북지구 입주기업(본사 또는 공장)</p><p style=""line-height: 1.8;"">-&nbsp;영천첨단부품소재산업지구, 경산지식산업지구, 포항융합기술산업지구, 영천하이테크파크지구</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;(1단계) 디지털 전환을 위한 기업의 역량 수준 진단 1~2회 지원</p><p style=""line-height: 1.8;"">-&nbsp;(2단계) 디지털 전환 비전 수립 및 실행을 위한 심화컨설팅 5회, 컨설팅을 통한 기업 현안 및 현장문제 도출을 위한 현장교육 2회</p>",
PBLN_000000000110512,[경북] 영덕군 2025년 소상공인 카드수수료 지원사업 참여업체 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110512,경상북도,경상북도경제진흥원,경영,2025-04-23,,,,,소상공인,,"경상북도경제진흥원 동부지소 054-612-2972, 2979, 2974 / 경상북도소상공인연합회 054-772-7008",https://xn--hy1bo7m67ofvg.kr/req/?zoneCD=G15&step=02,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000716680&fileSn=0,(붙임) 「2025년 영덕군 소상공인 카드수수료 지원사업」모집 공고(안).pdf,"<p>영덕지역 소상공인의 경영 안정 및 지역경제 활성화를 위한「2025년 영덕군 소상공인 카드수수료 지원사업」을 다음과 같이 공고하오니 지원 대상 업체릐 많은 신청 바랍니다.</p><p><br></p><p>☞ 2024년도 연매출액 1억원 이하 영덕 소재 소상공인</p><p><br></p><p>☞ 2024년도 카드 매출액의 0.5% 지원(최저 5만원, 최대 50만원)</p>",
PBLN_000000000110372,[경기] 오산시 2025년 식품접객업소(개식용)간판 등 전ㆍ폐업 지원사업 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110372,경기도,기초자치단체,경영,2025-04-23,,,,,소상공인,,오산시청 식품위생과 031-8036-6822,,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000716395&fileSn=0,[붙임1]2025년 식품접객업소(개식용)간판 등 전페업지원사업 모집공고문.pdf,"<p>오산시에서는&nbsp;「개식용종식법」 및&nbsp;「개식용종용 기본계획」에 다른 전ㆍ폐업 대상자를 대상으로「'25년 식품접객업소(개식용) 간판 등 전ㆍ폐업 지원사업」 간판 물품 교체 비용 등의 사업자를 아래와 같이 모집하오니 많은 신청 바랍니다.</p><p><br></p><p>☞ 법 제10조(신고 및 이행계획서 제출 등)에 따라 신고 및 '24.8.5까지 이행계획을 제출한 개식용 식품접객업자</p><p><br></p><p style=""line-height: 1.8;"">☞ 간판, 메뉴판 등의 물품 교체 비용 1개 업소당 최대 250만원 이내 지원</p><p style=""line-height: 1.8;"">- 전업한 업종의 식품위생에 관한 정보 제공 및 컨설팅</p>",
PBLN_000000000110366,[경기] 평택시 2025년 사물인터넷(IoT) 설치 지원 사업 추가 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110366,경기도,경기환경에너지진흥원,경영,2025-04-23,,,,,중소기업,,경기환경에너지진흥원 환경산업팀 031-985-0586,,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000716269&fileSn=0,[공고문] 2025년 평택시 사물인터넷(IoT) 설치 지원 추가공고(평택시).hwp,"<p>소규모 사업장의 배출시설과 방지시설의 가동 여부 등을 효율적으로 처리 및 관리하기 위한 사물인터넷[IoT] 측정기기 부착 비용을 지원하는 「사물인터넷(IoT) 설치 지원사업」을 다음과 같이 추가 공고하오니 지원을 희망하는 중소기업은 (재)경기환경에너지진흥원으로 신청하여 주시기 바랍니다.</p><p><br></p><p>☞평택시 소재「중소기업기본법」시행령 제3조제1항에 따른 중ㆍ소기업</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;사물인터넷(IoT) 측정기기 설치 지원</p><p style=""line-height: 1.8;"">-&nbsp;배출시설 가동 시 방지시설 적정 운영을 확인하기 위한 사물인터넷(IoT) 측정기기 부착 및 사물인터넷 게이트웨이 설치</p><div id=""hwpEditorBoardContent"" class=""hwp_editor_board_content"" data-hjsonver=""1.0"" data-jsonlen=""7078""><!--[data-hwpjson]{
""documentPr"": {
""di"": """",
""dp"": {
""dn"": ""test.hwp"",
""ta"": 1,
""d1"": 5,
""d2"": 1,
""dv"": 0,
""dr"": 1,
""do"": 1,
""vj"": ""1.0"",
""an"": ""Hancom Office Hangul"",
""av"": ""9, 6, 1, 10908"",
""ao"": ""WIN"",
""ab"": ""32"",
""ar"": ""LE"",
""as"": ""Windows_Unknown_Version""
},
""dis"": false,
""ds"": {
""ti"": """",
""la"": ""ko"",
""cr"": """",
""su"": """",
""de"": """",
""cd"": ""2025-02-12T10:10:36.100Z"",
""md"": ""1601-01-01T09:00:00.000Z"",
""pd"": ""1601-01-01T09:00:00.000Z"",
""ke"": """"
}
},
""dh"": {
""do"": {
""pa"": 1,
""fo"": 1,
""en"": 1,
""pi"": 1,
""tb"": 1,
""eq"": 1
},
""fo"": [ ],
""cd"": {
""tp"": 0,
""lc"": {
""af"": false,
""ui"": false,
""fu"": false,
""dn"": false,
""ul"": false,
""el"": false,
""at"": false,
""tq"": false,
""da"": false,
""dw"": false,
""dj"": false,
""bc"": false,
""bu"": false,
""al"": false,
""ab"": false,
""ap"": false,
""an"": false,
""aa"": false,
""ds"": false,
""de"": false,
""as"": false,
""cp"": false,
""ao"": false,
""et"": false,
""ay"": false,
""am"": false,
""a1"": false,
""bt"": false,
""av"": false,
""dh"": false,
""dp"": false,
""d1"": false,
""mf"": false,
""bl"": false,
""ag"": false,
""dg"": false,
""ae"": false,
""df"": false,
""do"": false,
""dl"": false,
""di"": false,
""d2"": false,
""d3"": false,
""ob"": false,
""d4"": false,
""ev"": false,
""d5"": false,
""d6"": false,
""a2"": false,
""dc"": false
}
},
""ld"": {
""pa"": """",
""pi"": true,
""fo"": false
}
},
""bf"": {
""01DB7CEAEC6B2D4000000033"": {
""id"": 1,
""td"": false,
""sh"": false,
""st"": 0,
""sc"": 0,
""si"": false,
""bt"": 0,
""bi"": false,
""cl"": 0,
""bc"": false,
""lt"": 0,
""lw"": 0,
""lc"": 0,
""rt"": 0,
""rw"": 0,
""rc"": 0,
""tt"": 0,
""tw"": 0,
""tc"": 0,
""bbt"": 0,
""bbw"": 0,
""bbc"": 0,
""dt"": 1,
""dw"": 0,
""dc"": 0,
""fi"": { }
},
""01DB7CEAEC6B2D4000000034"": {
""id"": 2,
""td"": false,
""sh"": false,
""st"": 0,
""sc"": 0,
""si"": false,
""bt"": 0,
""bi"": false,
""cl"": 0,
""bc"": false,
""lt"": 0,
""lw"": 0,
""lc"": 0,
""rt"": 0,
""rw"": 0,
""rc"": 0,
""tt"": 0,
""tw"": 0,
""tc"": 0,
""bbt"": 0,
""bbw"": 0,
""bbc"": 0,
""dt"": 1,
""dw"": 0,
""dc"": 0,
""fi"": {
""wb"": {
""fc"": 4294967295,
""hc"": 4278190080,
""al"": 0,
""hs"": -1
}
}
},
""01DB7CEAEC6B2D4000000035"": {
""id"": 3,
""td"": false,
""sh"": false,
""st"": 0,
""sc"": 0,
""si"": false,
""bt"": 0,
""bi"": false,
""cl"": 0,
""bc"": false,
""lt"": 0,
""lw"": 0,
""lc"": 0,
""rt"": 0,
""rw"": 0,
""rc"": 0,
""tt"": 0,
""tw"": 0,
""tc"": 0,
""bbt"": 0,
""bbw"": 0,
""bbc"": 0,
""dt"": 1,
""dw"": 0,
""dc"": 0,
""fi"": {
""wb"": {
""fc"": 4294967295,
""hc"": 0,
""al"": 0,
""hs"": -1
}
}
}
},
""cp"": {
""01DB7CEAEC6B2D4000000036"": {
""id"": 0,
""he"": 1000,
""tc"": 0,
""sc"": 4294967295,
""uf"": false,
""uk"": false,
""sm"": 0,
""bf"": ""01DB7CEAEC6B2D4000000034"",
""f1"": ""바탕"",
""t1"": 1,
""f2"": ""바탕"",
""t2"": 1,
""f3"": ""바탕"",
""t3"": 1,
""f4"": ""바탕"",
""t4"": 1,
""f5"": ""바탕"",
""t5"": 1,
""f6"": ""바탕"",
""t6"": 1,
""f7"": ""바탕"",
""t7"": 1,
""r1"": 100,
""r2"": 100,
""r3"": 100,
""r4"": 100,
""r5"": 100,
""r6"": 100,
""r7"": 100,
""s1"": 0,
""s2"": 0,
""s3"": 0,
""s4"": 0,
""s5"": 0,
""s6"": 0,
""s7"": 0,
""e1"": 100,
""e2"": 100,
""e3"": 100,
""e4"": 100,
""e5"": 100,
""e6"": 100,
""e7"": 100,
""o1"": 0,
""o2"": 0,
""o3"": 0,
""o4"": 0,
""o5"": 0,
""o6"": 0,
""o7"": 0,
""it"": false,
""bo"": false,
""ut"": 0,
""us"": 1,
""uc"": 0,
""st"": false,
""ss"": 1,
""so"": 0,
""ot"": 0,
""ht"": 0,
""hc"": 0,
""hx"": 0,
""hy"": 0,
""em"": false,
""en"": false,
""su"": false,
""sb"": false
},
""01DB7CEAEC6B2D4000000037"": {
""id"": 1,
""he"": 1100,
""tc"": 0,
""sc"": 4294967295,
""uf"": false,
""uk"": false,
""sm"": 0,
""bf"": ""01DB7CEAEC6B2D4000000035"",
""f1"": ""경기천년바탕 Regular"",
""t1"": 1,
""f2"": ""경기천년바탕 Regular"",
""t2"": 1,
""f3"": ""경기천년바탕 Regular"",
""t3"": 1,
""f4"": ""경기천년바탕 Regular"",
""t4"": 1,
""f5"": ""경기천년바탕 Regular"",
""t5"": 1,
""f6"": ""경기천년바탕 Regular"",
""t6"": 1,
""f7"": ""경기천년바탕 Regular"",
""t7"": 1,
""r1"": 100,
""r2"": 100,
""r3"": 100,
""r4"": 100,
""r5"": 100,
""r6"": 100,
""r7"": 100,
""s1"": 0,
""s2"": 0,
""s3"": 0,
""s4"": 0,
""s5"": 0,
""s6"": 0,
""s7"": 0,
""e1"": 100,
""e2"": 100,
""e3"": 100,
""e4"": 100,
""e5"": 100,
""e6"": 100,
""e7"": 100,
""o1"": 0,
""o2"": 0,
""o3"": 0,
""o4"": 0,
""o5"": 0,
""o6"": 0,
""o7"": 0,
""it"": false,
""bo"": false,
""ut"": 0,
""us"": 1,
""uc"": 0,
""st"": false,
""ss"": 1,
""so"": 0,
""ot"": 0,
""ht"": 0,
""hc"": 0,
""hx"": 0,
""hy"": 0,
""em"": false,
""en"": false,
""su"": false,
""sb"": false
}
},
""tp"": {
""01DB7CEAEC6B2D4000000038"": {
""id"": 0,
""al"": false,
""ar"": false,
""tp"": [ ]
}
},
""nu"": { },
""bu"": { },
""pp"": {
""01DB7CEAEC6B2D4000000039"": {
""id"": 0,
""ah"": 0,
""av"": 0,
""ht"": 0,
""hi"": """",
""hl"": 0,
""tp"": ""01DB7CEAEC6B2D4000000038"",
""kb"": 0,
""kn"": true,
""ko"": false,
""kk"": false,
""kl"": false,
""kp"": false,
""kw"": 0,
""co"": 0,
""fl"": false,
""st"": false,
""sl"": false,
""ae"": false,
""aa"": false,
""mi"": 0,
""ml"": 0,
""mr"": 0,
""mp"": 0,
""mn"": 0,
""lt"": 0,
""lv"": 160,
""bf"": ""01DB7CEAEC6B2D4000000034"",
""bl"": 0,
""br"": 0,
""bt"": 0,
""bb"": 0,
""bc"": false,
""bi"": false
},
""01DB7CEAEC6B2D400000003A"": {
""id"": 1,
""ah"": 3,
""av"": 0,
""ht"": 0,
""hi"": """",
""hl"": 0,
""tp"": ""01DB7CEAEC6B2D4000000038"",
""kb"": 0,
""kn"": false,
""ko"": false,
""kk"": false,
""kl"": false,
""kp"": false,
""kw"": 0,
""co"": 0,
""fl"": false,
""st"": false,
""sl"": false,
""ae"": false,
""aa"": false,
""mi"": -7840,
""ml"": 0,
""mr"": 0,
""mp"": 0,
""mn"": 0,
""lt"": 0,
""lv"": 100,
""bf"": ""01DB7CEAEC6B2D4000000035"",
""bl"": 0,
""br"": 0,
""bt"": 0,
""bb"": 0,
""bc"": false,
""bi"": false
}
},
""st"": {
""01DB7CEAEC6B2D400000003B"": {
""id"": 0,
""ty"": 0,
""na"": ""바탕글"",
""en"": ""Normal"",
""pp"": ""01DB7CEAEC6B2D4000000039"",
""cp"": ""01DB7CEAEC6B2D4000000036"",
""ns"": ""01DB7CEAEC6B2D400000003B"",
""li"": 1042,
""lf"": false
}
},
""mp"": { },
""ro"": {
""hp"": ""01DB7CEAEC6B2D4000000032"",
""01DB7CEAEC6B2D4000000032"": {
""np"": """",
""id"": 0,
""pp"": ""01DB7CEAEC6B2D400000003A"",
""si"": ""01DB7CEAEC6B2D400000003B"",
""bf"": 3,
""ru"": [
{
""cp"": ""01DB7CEAEC6B2D4000000037"",
""ch"": [
{
""cc"": 2,
""ci"": 1936024420,
""co"": ""01DB7CEAEC6B2D4000000030""
}
,
{
""cc"": 2,
""ci"": 1668246628,
""co"": ""01DB7CEAEC6B2D4000000031""
}
,
{
""t"": ""흡수설비""
}
]
}
]
}
},
""sl"": { },
""cs"": {
""01DB7CEAEC6B2D4000000030"": {
""cc"": 2,
""ci"": 1936024420,
""td"": 0,
""tv"": false,
""sc"": 1134,
""ts"": 8000,
""ms"": """",
""os"": """",
""gl"": 0,
""gc"": 0,
""gw"": false,
""ns"": 0,
""np"": 0,
""ni"": 0,
""nt"": 0,
""ne"": 0,
""hh"": false,
""hf"": false,
""hm"": false,
""fb"": false,
""hb"": false,
""fi"": false,
""hi"": false,
""hp"": false,
""he"": false,
""sl"": false,
""lr"": 0,
""lc"": 0,
""ld"": 0,
""ls"": 0,
""pp"": {
""ls"": false,
""wi"": 59528,
""he"": 84188,
""gt"": 0,
""ml"": 8504,
""mr"": 8504,
""mt"": 5668,
""mb"": 4252,
""mh"": 4252,
""mf"": 4252,
""mg"": 0
},
""fn"": {
""at"": 0,
""au"": """",
""ap"": """",
""ac"": "")"",
""as"": false,
""ll"": -1,
""lt"": 1,
""lw"": 1,
""lc"": 0,
""sa"": 850,
""sb"": 567,
""st"": 283
,
""nt"": 0,
""nn"": 1,
""pp"": 0,
""pb"": false
},
""en"": {
""at"": 0,
""au"": """",
""ap"": """",
""ac"": "")"",
""as"": false,
""ll"": 0,
""lt"": 1,
""lw"": 1,
""lc"": 0,
""sa"": 850,
""sb"": 567,
""st"": 0
,
""nt"": 0,
""nn"": 1,
""pp"": 0,
""pb"": false
},
""pb"": [
{
""ty"": 0,
""bf"": ""01DB7CEAEC6B2D4000000033"",
""tb"": true,
""hi"": false,
""fi"": false,
""fa"": 0,
""ol"": 1417,
""or"": 1417,
""ot"": 1417,
""ob"": 1417
},
{
""ty"": 1,
""bf"": ""01DB7CEAEC6B2D4000000033"",
""tb"": true,
""hi"": false,
""fi"": false,
""fa"": 0,
""ol"": 1417,
""or"": 1417,
""ot"": 1417,
""ob"": 1417
},
{
""ty"": 2,
""bf"": ""01DB7CEAEC6B2D4000000033"",
""tb"": true,
""hi"": false,
""fi"": false,
""fa"": 0,
""ol"": 1417,
""or"": 1417,
""ot"": 1417,
""ob"": 1417
}
],
""mp"": [ ]
}
,
""01DB7CEAEC6B2D4000000031"": {
""cc"": 2,
""ci"": 1668246628,
""ty"": 0,
""la"": 0,
""co"": 1,
""ss"": true,
""sg"": 0,
""lt"": 0,
""lw"": 0,
""lc"": 0,
""cs"": [ ]
}
},
""bi"": [ ],
""bidt"": { }
}--></div>",
PBLN_000000000110285,[충남] 2025년 경영위기 소상공인 재기지원(폐업지원) 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110285,충청남도,충청남도경제진흥원,경영,2025-04-23,,,,,소상공인,,충남경제진흥원(보부상 콜센터) 041-424-4000,https://www.cnsp.or.kr/project/view.do?seq=672&pn=1&projectType=33,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000715925&fileSn=0,[붙임 1] 2025년 경영위기 소상공인 재기지원(폐업지원) 모집 공고문.pdf,"<p>충청남도와 충남경제진흥원에서는 도내 소상공인의 폐업부담 경감을 
위해「경영위기 소상공인 재기지원(폐입지원)」참여업체를 모집하오니 많은 
참여 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 도내 22년 1월 1일 이후 폐업 소상공인 또는 25년 중
폐업예정 소상공인</p><p style=""line-height: 1.8;"">※ 자세한 지원대상 공고문 참조</p><p><br></p><p style=""line-height: 1.8;"">☞ 점포철거비 300만원 지원</p><p style=""line-height: 1.8;"">-&nbsp;철거, 원상복구 비용, 사업장 양도 수수료 및 양도에 따른 광고비 
지원 등</p>",
